,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_min_child_samples,param_num_leaves,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,1143.3003021001816,2.8721106787034323,0.5054770469665527,0.07741746653273214,0.705051979426657,0.02853983686604182,12,13,35,0.7070593162427692,"OrderedDict([('colsample_bytree', 0.705051979426657), ('learning_rate', 0.02853983686604182), ('max_depth', 12), ('min_child_samples', 13), ('num_leaves', 35), ('subsample', 0.7070593162427692)])",0.43333333333333335,0.42952380952380953,0.42,0.4123809523809524,0.4533333333333333,0.43946615824594853,0.4270734032411821,0.43183984747378457,0.4356530028598665,0.43374642516682554,0.4316350265559036,0.01042607469597007,5
1,992.0022234201431,4.626709125959,0.4813897132873535,0.08323671141427816,0.9186941777766422,0.05842928269761146,6,29,44,0.5311564704220357,"OrderedDict([('colsample_bytree', 0.9186941777766422), ('learning_rate', 0.05842928269761146), ('max_depth', 6), ('min_child_samples', 29), ('num_leaves', 44), ('subsample', 0.5311564704220357)])",0.44571428571428573,0.44857142857142857,0.42952380952380953,0.41333333333333333,0.44571428571428573,0.4223069590085796,0.41372735938989513,0.4299332697807436,0.4213536701620591,0.45662535748331745,0.43268037586817376,0.014671709999959029,3
2,307.8542952299118,0.6385132228275452,0.35420589447021483,0.046833911265246324,0.7224162561505759,0.06877728743793542,4,16,13,0.7268326719031495,"OrderedDict([('colsample_bytree', 0.7224162561505759), ('learning_rate', 0.06877728743793542), ('max_depth', 4), ('min_child_samples', 16), ('num_leaves', 13), ('subsample', 0.7268326719031495)])",0.3952380952380952,0.4219047619047619,0.43333333333333335,0.43333333333333335,0.4266666666666667,0.4213536701620591,0.41182078169685415,0.440419447092469,0.4270734032411821,0.4003813155386082,0.4211524808207363,0.01387122774976373,9
3,1118.6960480928421,3.439210575585313,0.39211230278015136,0.05501141861722627,0.9061979941786817,0.0022066991249460105,9,25,29,0.5477275196074968,"OrderedDict([('colsample_bytree', 0.9061979941786817), ('learning_rate', 0.0022066991249460105), ('max_depth', 9), ('min_child_samples', 25), ('num_leaves', 29), ('subsample', 0.5477275196074968)])",0.42095238095238097,0.43047619047619046,0.4219047619047619,0.4085714285714286,0.3904761904761905,0.43374642516682554,0.4232602478551001,0.40896091515729266,0.43469971401334606,0.42897998093422307,0.420202823550774,0.013169352219512757,10
4,1442.9599266767502,4.31820026437123,0.5608811140060425,0.1339920591440336,0.8997767208035865,0.007517239253342655,8,23,46,0.8585155755799185,"OrderedDict([('colsample_bytree', 0.8997767208035865), ('learning_rate', 0.007517239253342655), ('max_depth', 8), ('min_child_samples', 23), ('num_leaves', 46), ('subsample', 0.8585155755799185)])",0.44571428571428573,0.41904761904761906,0.44666666666666666,0.41523809523809524,0.4276190476190476,0.432793136320305,0.41754051477597715,0.45567206863679693,0.45567206863679693,0.43946615824594853,0.43554296609015386,0.014600575290589154,1
5,666.0565412521362,3.3314582742317893,0.43017523288726806,0.05820451347652642,0.8670140089927842,0.07563790218678242,5,10,41,0.6862898889916289,"OrderedDict([('colsample_bytree', 0.8670140089927842), ('learning_rate', 0.07563790218678242), ('max_depth', 5), ('min_child_samples', 10), ('num_leaves', 41), ('subsample', 0.6862898889916289)])",0.38857142857142857,0.4419047619047619,0.45714285714285713,0.4,0.44857142857142857,0.4184938036224976,0.44804575786463297,0.4356530028598665,0.41754051477597715,0.41658722592945663,0.42725107812429075,0.021422549984841586,8
6,905.9071172475815,4.088491246265613,0.5001562595367431,0.10702645620675412,0.8085396792511581,0.035540927532494104,7,27,32,0.7973100175434192,"OrderedDict([('colsample_bytree', 0.8085396792511581), ('learning_rate', 0.035540927532494104), ('max_depth', 7), ('min_child_samples', 27), ('num_leaves', 32), ('subsample', 0.7973100175434192)])",0.42,0.46,0.4219047619047619,0.4361904761904762,0.4228571428571429,0.40896091515729266,0.42897998093422307,0.432793136320305,0.44232602478551003,0.4489990467111535,0.43230114848608653,0.014374638232870848,4
7,661.8089359283447,1.6329522371967737,0.4623130798339844,0.08647692838247277,0.7717015338451563,0.06918603669668356,8,26,20,0.5255672768385259,"OrderedDict([('colsample_bytree', 0.7717015338451563), ('learning_rate', 0.06918603669668356), ('max_depth', 8), ('min_child_samples', 26), ('num_leaves', 20), ('subsample', 0.5255672768385259)])",0.439047619047619,0.44285714285714284,0.41619047619047617,0.4219047619047619,0.4419047619047619,0.41086749285033364,0.40610104861773116,0.4251668255481411,0.44232602478551003,0.4299332697807436,0.4276299423487221,0.013044004776412939,7
8,1047.985707449913,2.1879654130141866,0.4640463352203369,0.052110371166644555,0.9777389931549642,0.02519085390684862,12,15,22,0.6057071436370981,"OrderedDict([('colsample_bytree', 0.9777389931549642), ('learning_rate', 0.02519085390684862), ('max_depth', 12), ('min_child_samples', 15), ('num_leaves', 22), ('subsample', 0.6057071436370981)])",0.43714285714285717,0.4657142857142857,0.46190476190476193,0.43142857142857144,0.41714285714285715,0.41658722592945663,0.4223069590085796,0.41468064823641565,0.4213536701620591,0.44804575786463297,0.43363075945344776,0.018039244895856735,2
9,802.2522512197495,2.7190279386623892,0.7633906126022338,0.29229044478693805,0.5018151536273716,0.04321753967138224,10,11,31,0.6373574244177087,"OrderedDict([('colsample_bytree', 0.5018151536273716), ('learning_rate', 0.04321753967138224), ('max_depth', 10), ('min_child_samples', 11), ('num_leaves', 31), ('subsample', 0.6373574244177087)])",0.4247619047619048,0.44952380952380955,0.41333333333333333,0.43523809523809526,0.4361904761904762,0.43660629170638704,0.43469971401334606,0.4184938036224976,0.449952335557674,0.4099142040038132,0.4308713967951337,0.013206887306503646,6
10,277.5334258317947,1.2642985719433106,0.3047908544540405,0.036488769132732836,0.9530530309149994,0.01174620672015712,9,30,5,0.809689030626936,"OrderedDict([('colsample_bytree', 0.9530530309149994), ('learning_rate', 0.01174620672015712), ('max_depth', 9), ('min_child_samples', 30), ('num_leaves', 5), ('subsample', 0.809689030626936)])",0.3980952380952381,0.42095238095238097,0.4380952380952381,0.4142857142857143,0.44666666666666666,0.39752144899904673,0.43469971401334606,0.41754051477597715,0.43088655862726405,0.39752144899904673,0.41962649235099186,0.017034525783226742,11
